,CVE,DESCRIP
3348,W647,"Exposición a otras fuerzas mecánicas animadas, y las no especificadas en granja"
3349,W648,"Exposición a otras fuerzas mecánicas animadas, y las no especificadas en otro lugar especificado"
3350,W649,"Exposición a otras fuerzas mecánicas animadas, y las no especificadas en lugar no especificado"
3351,W650,Ahogamiento y sumersión mientras se está en la bañera en vivienda
3352,W670,Ahogamiento y sumersión mientras se está en una piscina en vivienda
3353,W673,"Ahogamiento y sumersión mientras se está en una piscina en áreas de deporte y atletismo, áreas de deporte y atletismo"
3354,W674,Ahogamiento y sumersión mientras se está en una piscina en calles y carreteras
3355,W675,Ahogamiento y sumersión mientras se está en una piscina en comercio y área de servicios
3356,W677,Ahogamiento y sumersión mientras se está en una piscina en granja
3357,W678,Ahogamiento y sumersión mientras se está en una piscina en otro lugar especificado
3358,W679,Ahogamiento y sumersión mientras se está en una piscina en lugar no especificado
3359,W680,Ahogamiento y sumersión consecutivos a caída en una piscina en vivienda
3360,W685,Ahogamiento y sumersión consecutivos a caída en una piscina en comercio y área de servicios
3361,W688,Ahogamiento y sumersión consecutivos a caída en una piscina en otro lugar especificado
3362,W690,Ahogamiento y sumersión mientras se está en aguas naturales en vivienda
3363,W693,"Ahogamiento y sumersión mientras se está en aguas naturales en áreas de deporte y atletismo, áreas de deporte y atletismo"
3364,W694,Ahogamiento y sumersión mientras se está en aguas naturales en calles y carreteras
3365,W695,Ahogamiento y sumersión mientras se está en aguas naturales en comercio y área de servicios
3366,W697,Ahogamiento y sumersión mientras se está en aguas naturales en granja
3367,W698,Ahogamiento y sumersión mientras se está en aguas naturales en otro lugar especificado
3368,W699,Ahogamiento y sumersión mientras se está en aguas naturales en lugar no especificado
3369,W700,Ahogamiento y sumersión posterior a caída en aguas naturales en vivienda
3370,W701,Ahogamiento y sumersión posterior a caída en aguas naturales en institución residencial
3371,W704,Ahogamiento y sumersión posterior a caída en aguas naturales en calles y carreteras
3372,W706,Ahogamiento y sumersión posterior a caída en aguas naturales en área industrial y de la construcción
3373,W707,Ahogamiento y sumersión posterior a caída en aguas naturales en granja
3374,W708,Ahogamiento y sumersión posterior a caída en aguas naturales en otro lugar especificado
3375,W709,Ahogamiento y sumersión posterior a caída en aguas naturales en lugar no especificado
3376,W730,Otros ahogamientos y sumersiones especificados en vivienda
3377,W731,Otros ahogamientos y sumersiones especificados en institución residencial
3378,W734,Otros ahogamientos y sumersiones especificados en calles y carreteras
3379,W735,Otros ahogamientos y sumersiones especificados en comercio y área de servicios
3380,W736,Otros ahogamientos y sumersiones especificados en área industrial y de la construcción
3381,W737,Otros ahogamientos y sumersiones especificados en granja
3382,W738,Otros ahogamientos y sumersiones especificados en otro lugar especificado
3383,W739,Otros ahogamientos y sumersiones especificados en lugar no especificado
3384,W740,Ahogamiento y sumersión no especificados en vivienda
3385,W741,Ahogamiento y sumersión no especificados en institución residencial
3386,W742,"Ahogamiento y sumersión no especificados en escuelas, otras instituciones y áreas administrativas públicas"
3387,W743,"Ahogamiento y sumersión no especificados en áreas de deporte y atletismo, áreas de deporte y atletismo"
3388,W744,Ahogamiento y sumersión no especificados en calles y carreteras
3389,W745,Ahogamiento y sumersión no especificados en comercio y área de servicios
3390,W746,Ahogamiento y sumersión no especificados en área industrial y de la construcción
3391,W747,Ahogamiento y sumersión no especificados en granja
3392,W748,Ahogamiento y sumersión no especificados en otro lugar especificado
3393,W749,Ahogamiento y sumersión no especificados en lugar no especificado
3394,W750,Sofocación y estrangulamiento accidental en la cama en vivienda
3395,W760,Otros estrangulamientos y ahorcamientos accidentales en vivienda
3396,W762,"Otros estrangulamientos y ahorcamientos accidentales en escuelas, otras instituciones y áreas administrativas públicas"
3397,W764,Otros estrangulamientos y ahorcamientos accidentales en calles y carreteras
3398,W767,Otros estrangulamientos y ahorcamientos accidentales en granja
3399,W768,Otros estrangulamientos y ahorcamientos accidentales en otro lugar especificado
3400,W769,Otros estrangulamientos y ahorcamientos accidentales en lugar no especificado
3401,W770,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias en vivienda"
3402,W774,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias en calles y carreteras"
3403,W776,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias en área industrial y de la construcción"
3404,W777,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias en granja"
3405,W778,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias en otro lugar especificado"
3406,W779,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias en lugar no especificado"
3407,W780,Inhalación de contenidos gástricos en vivienda
3408,W781,Inhalación de contenidos gástricos en institución residencial
3409,W782,"Inhalación de contenidos gástricos en escuelas, otras instituciones y áreas administrativas públicas"
3410,W784,Inhalación de contenidos gástricos en calles y carreteras
3411,W785,Inhalación de contenidos gástricos en comercio y área de servicios
3412,W786,Inhalación de contenidos gástricos en área industrial y de la construcción
3413,W787,Inhalación de contenidos gástricos en granja
3414,W788,Inhalación de contenidos gástricos en otro lugar especificado
3415,W789,Inhalación de contenidos gástricos en lugar no especificado
3416,W790,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en vivienda
3417,W791,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en institución residencial
3418,W794,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en calles y carreteras
3419,W795,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en comercio y área de servicios
3420,W797,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en granja
3421,W798,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en otro lugar especificado
3422,W799,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias en lugar no especificado
3423,W800,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias en vivienda
3424,W801,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias en institución residencial
3425,W804,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias en calles y carreteras
3426,W805,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias en comercio y área de servicios
3427,W808,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias en otro lugar especificado
3428,W809,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias en lugar no especificado
3429,W810,Confinado o atrapado en un ambiente con bajo contenido de oxígeno en vivienda
3430,W814,Confinado o atrapado en un ambiente con bajo contenido de oxígeno en calles y carreteras
3431,W818,Confinado o atrapado en un ambiente con bajo contenido de oxígeno en otro lugar especificado
3432,W819,Confinado o atrapado en un ambiente con bajo contenido de oxígeno en lugar no especificado
3433,W830,Otras obstrucciones especificadas de la respiración en vivienda
3434,W834,Otras obstrucciones especificadas de la respiración en calles y carreteras
3435,W836,Otras obstrucciones especificadas de la respiración en área industrial y de la construcción
3436,W838,Otras obstrucciones especificadas de la respiración en otro lugar especificado
3437,W839,Otras obstrucciones especificadas de la respiración en lugar no especificado
3438,W840,Obstrucción no especificada de la respiración en vivienda
3439,W841,Obstrucción no especificada de la respiración en institución residencial
3440,W842,"Obstrucción no especificada de la respiración en escuelas, otras instituciones y áreas administrativas públicas"
3441,W843,"Obstrucción no especificada de la respiración en áreas de deporte y atletismo, áreas de deporte y atletismo"
3442,W844,Obstrucción no especificada de la respiración en calles y carreteras
3443,W845,Obstrucción no especificada de la respiración en comercio y área de servicios
3444,W846,Obstrucción no especificada de la respiración en área industrial y de la construcción
3445,W847,Obstrucción no especificada de la respiración en granja
3446,W848,Obstrucción no especificada de la respiración en otro lugar especificado
3447,W849,Obstrucción no especificada de la respiración en lugar no especificado
3448,W850,Exposición a líneas de transmisión eléctrica en vivienda
3449,W851,Exposición a líneas de transmisión eléctrica en institución residencial
3450,W853,"Exposición a líneas de transmisión eléctrica en áreas de deporte y atletismo, áreas de deporte y atletismo"
3451,W854,Exposición a líneas de transmisión eléctrica en calles y carreteras
3452,W855,Exposición a líneas de transmisión eléctrica en comercio y área de servicios
3453,W856,Exposición a líneas de transmisión eléctrica en área industrial y de la construcción
3454,W857,Exposición a líneas de transmisión eléctrica en granja
3455,W858,Exposición a líneas de transmisión eléctrica en otro lugar especificado
3456,W859,Exposición a líneas de transmisión eléctrica en lugar no especificado
3457,W860,Exposición a otras corrientes eléctricas especificadas en vivienda
3458,W864,Exposición a otras corrientes eléctricas especificadas en calles y carreteras
3459,W866,Exposición a otras corrientes eléctricas especificadas en área industrial y de la construcción
3460,W868,Exposición a otras corrientes eléctricas especificadas en otro lugar especificado
3461,W869,Exposición a otras corrientes eléctricas especificadas en lugar no especificado
3462,W870,Exposición a corriente eléctrica no especificada en vivienda
3463,W874,Exposición a corriente eléctrica no especificada en calles y carreteras
3464,W875,Exposición a corriente eléctrica no especificada en comercio y área de servicios
3465,W876,Exposición a corriente eléctrica no especificada en área industrial y de la construcción
3466,W877,Exposición a corriente eléctrica no especificada en granja
3467,W878,Exposición a corriente eléctrica no especificada en otro lugar especificado
3468,W879,Exposición a corriente eléctrica no especificada en lugar no especificado
3469,W890,"Exposición a fuente de luz visible y ultravioleta, de origen artificial en vivienda"
3470,W944,Exposición a presión de aire alta y baja y a cambios en la presión del aire en calles y carreteras
3471,W947,Exposición a presión de aire alta y baja y a cambios en la presión del aire en granja
3472,W948,Exposición a presión de aire alta y baja y a cambios en la presión del aire en otro lugar especificado
3473,W949,Exposición a presión de aire alta y baja y a cambios en la presión del aire en lugar no especificado
3474,X000,Exposición a fuego no controlado en edificio u otra construcción en vivienda
3475,X007,Exposición a fuego no controlado en edificio u otra construcción en granja
3476,X014,Exposición a fuego no controlado en lugar que no es edificio u otra construcción en calles y carreteras
3477,X017,Exposición a fuego no controlado en lugar que no es edificio u otra construcción en granja
3478,X018,Exposición a fuego no controlado en lugar que no es edificio u otra construcción en otro lugar especificado
3479,X020,Exposición a fuego controlado en edificio u otra construcción en vivienda
3480,X040,Exposición a ignición de material altamente inflamable en vivienda
3481,X044,Exposición a ignición de material altamente inflamable en calles y carreteras
3482,X045,Exposición a ignición de material altamente inflamable en comercio y área de servicios
3483,X046,Exposición a ignición de material altamente inflamable en área industrial y de la construcción
3484,X048,Exposición a ignición de material altamente inflamable en otro lugar especificado
3485,X049,Exposición a ignición de material altamente inflamable en lugar no especificado
3486,X060,Exposición a ignición o fusión de otras ropas y accesorios en vivienda
3487,X080,"Exposición a otros humos, fuegos o llamas especificados en vivienda"
3488,X084,"Exposición a otros humos, fuegos o llamas especificados en calles y carreteras"
3489,X087,"Exposición a otros humos, fuegos o llamas especificados en granja"
3490,X089,"Exposición a otros humos, fuegos o llamas especificados en lugar no especificado"
3491,X090,"Exposición a humos, fuegos o llamas no especificados en vivienda"
3492,X091,"Exposición a humos, fuegos o llamas no especificados en institución residencial"
3493,X092,"Exposición a humos, fuegos o llamas no especificados en escuelas, otras instituciones y áreas administrativas  públicas"
3494,X094,"Exposición a humos, fuegos o llamas no especificados en calles y carreteras"
3495,X095,"Exposición a humos, fuegos o llamas no especificados en comercio y área de servicios"
3496,X096,"Exposición a humos, fuegos o llamas no especificados en área industrial y de la construcción"
3497,X097,"Exposición a humos, fuegos o llamas no especificados en granja"
3498,X098,"Exposición a humos, fuegos o llamas no especificados en otro lugar especificado"
3499,X099,"Exposición a humos, fuegos o llamas no especificados en lugar no especificado"
3500,X104,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes en calles y carreteras"
3501,X118,Contacto con agua caliente corriente en otro lugar especificado
3502,X119,Contacto con agua caliente corriente en lugar no especificado
3503,X120,Contacto con otros líquidos calientes en vivienda
3504,X148,Contacto con aire y gases calientes en otro lugar especificado
3505,X160,"Contacto con radiadores, cañerías y artefactos para calefacción, calientes en vivienda"
3506,X191,"Contacto con otras sustancias calientes, y las no especificadas en institución residencial"
3507,X200,Contacto traumático con serpientes y lagartos venenosos en vivienda
3508,X207,Contacto traumático con serpientes y lagartos venenosos en granja
3509,X208,Contacto traumático con serpientes y lagartos venenosos en otro lugar especificado
3510,X209,Contacto traumático con serpientes y lagartos venenosos en lugar no especificado
3511,X218,Contacto traumático con arañas venenosas en otro lugar especificado
3512,X219,Contacto traumático con arañas venenosas en lugar no especificado
3513,X220,Contacto traumático con escorpión en vivienda
3514,X229,Contacto traumático con escorpión en lugar no especificado
3515,X230,"Contacto traumático con avispones, avispas y abejas en vivienda"
3516,X231,"Contacto traumático con avispones, avispas y abejas en institución residencial"
3517,X234,"Contacto traumático con avispones, avispas y abejas en calles y carreteras"
3518,X237,"Contacto traumático con avispones, avispas y abejas en granja"
3519,X238,"Contacto traumático con avispones, avispas y abejas en otro lugar especificado"
3520,X239,"Contacto traumático con avispones, avispas y abejas en lugar no especificado"
3521,X250,"Contacto traumático con otros artrópodos venenosos, vivienda"
3522,X254,"Contacto traumático con otros artrópodos venenosos, calles y carreteras"
3523,X259,"Contacto traumático con otros artrópodos venenosos, lugar no especificado"
3524,X279,Contacto traumático con otros animales venenosos especificados en lugar no especificado
3525,X290,Contacto traumático con animales y plantas venenosos no especificados en vivienda
3526,X294,Contacto traumático con animales y plantas venenosos no especificados en calles y carreteras
3527,X297,Contacto traumático con animales y plantas venenosos no especificados en granja
3528,X299,Contacto traumático con animales y plantas venenosos no especificados en lugar no especificado
3529,X301,Exposición al calor natural excesivo en institución residencial
3530,X304,Exposición al calor natural excesivo en calles y carreteras
3531,X306,Exposición al calor natural excesivo en área industrial y de la construcción
3532,X307,Exposición al calor natural excesivo en granja
3533,X308,Exposición al calor natural excesivo en otro lugar especificado
3534,X309,Exposición al calor natural excesivo en lugar no especificado
3535,X314,Exposición al frío natural excesivo en calles y carreteras
3536,X317,Exposición al frío natural excesivo en granja
3537,X318,Exposición al frío natural excesivo en otro lugar especificado
3538,X319,Exposición al frío natural excesivo en lugar no especificado
3539,X330,Víctima de rayo en vivienda
3540,X333,"Víctima de rayo en áreas de deporte y atletismo, áreas de deporte y atletismo"
3541,X334,Víctima de rayo en calles y carreteras
3542,X337,Víctima de rayo en granja
3543,X338,Víctima de rayo en otro lugar especificado
3544,X339,Víctima de rayo en lugar no especificado
3545,X349,Víctima de efectos de terremoto no especificados
3546,X360,"Víctima de avalancha, derrumbe y otros movimientos de tierra en vivienda"
3547,X364,"Víctima de avalancha, derrumbe y otros movimientos de tierra en calles y carreteras"
3548,X409,"Envenenamiento accidental por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos en lugar no especificado"
3549,X414,"Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en calles y carreteras"
3550,X419,"Envenenamiento accidental por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en lugar no especificado"
3551,X420,"Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en vivienda"
3552,X422,"Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en escuelas, otras instituciones y áreas administrativas  públicas"
3553,X428,"Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en otro lugar especificado"
3554,X429,"Envenenamiento accidental por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en lugar no especificado"
3555,X439,"Envenenamiento accidental por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo en lugar no especificado"
3556,X440,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en vivienda"
3557,X441,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en institución residencial"
3558,X444,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en calles y carreteras"
3559,X445,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en comercio y área de servicios"
3560,X447,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en granja"
3561,X448,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en otro lugar especificado"
3562,X449,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en lugar no especificado"
3563,X450,"Envenenamiento accidental por, y exposición al alcohol en vivienda"
3564,X452,"Envenenamiento accidental por, y exposición al alcohol en escuelas, otras instituciones y áreas administrativas  públicas"
3565,X454,"Envenenamiento accidental por, y exposición al alcohol en calles y carreteras"
3566,X456,"Envenenamiento accidental por, y exposición al alcohol en área industrial y de la construcción"
3567,X457,"Envenenamiento accidental por, y exposición al alcohol en granja"
3568,X458,"Envenenamiento accidental por, y exposición al alcohol en otro lugar especificado"
3569,X459,"Envenenamiento accidental por, y exposición al alcohol en lugar no especificado"
3570,X460,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en vivienda"
3571,X464,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en calles y carreteras"
3572,X465,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en comercio y área de servicios"
3573,X466,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en área industrial y de la construcción"
3574,X469,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en lugar no especificado"
3575,X470,"Envenenamiento accidental por, y exposición a otros gases y vapores en vivienda"
3576,X471,"Envenenamiento accidental por, y exposición a otros gases y vapores en institución residencial"
3577,X474,"Envenenamiento accidental por, y exposición a otros gases y vapores en calles y carreteras"
3578,X475,"Envenenamiento accidental por, y exposición a otros gases y vapores en comercio y área de servicios"
3579,X476,"Envenenamiento accidental por, y exposición a otros gases y vapores en área industrial y de la construcción"
3580,X477,"Envenenamiento accidental por, y exposición a otros gases y vapores en granja"
3581,X478,"Envenenamiento accidental por, y exposición a otros gases y vapores en otro lugar especificado"
3582,X479,"Envenenamiento accidental por, y exposición a otros gases y vapores en lugar no especificado"
3583,X480,"Envenenamiento accidental por, y exposición a plaguicidas en vivienda"
3584,X481,"Envenenamiento accidental por, y exposición a plaguicidas en institución residencial"
3585,X484,"Envenenamiento accidental por, y exposición a plaguicidas en calles y carreteras"
3586,X486,"Envenenamiento accidental por, y exposición a plaguicidas en área industrial y de la construcción"
3587,X487,"Envenenamiento accidental por, y exposición a plaguicidas en granja"
3588,X488,"Envenenamiento accidental por, y exposición a plaguicidas en otro lugar especificado"
3589,X489,"Envenenamiento accidental por, y exposición a plaguicidas en lugar no especificado"
3590,X490,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en vivienda"
3591,X494,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en calles y carreteras"
3592,X495,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en comercio y área de servicios"
3593,X496,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en área industrial y de la construcción"
3594,X497,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en granja"
3595,X498,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en otro lugar especificado"
3596,X499,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en lugar no especificado"
3597,X509,Exceso de esfuerzo y movimientos extenuantes y repetitivos en lugar no especificado
3598,X539,Privación de alimentos en lugar no especificado
3599,X589,Exposición a otros factores especificados en lugar no especificado
3600,X590,Exposición a factores no especificados que causan fractura
3601,X599,Exposición a factores no especificados que causan otras lesiones y las no especificadas
3602,X600,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos en vivienda"
3603,X610,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en vivienda"
3604,X618,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en otro lugar espec"
3605,X619,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte en lugar no especif"
3606,X622,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en escuelas, otras instituciones y áreas administrativa"
3607,X628,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislépticos (alucinógenos), no clasificados en otra parte en otro lugar especificado"
3608,X635,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo en comercio y área de servicios"
3609,X640,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en vivienda"
3610,X644,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en calles y carreteras"
3611,X645,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en comercio y área de servicios"
3612,X647,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en granja"
3613,X648,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en otro lugar especificado"
3614,X649,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados en lugar no especificado"
3615,X659,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol en lugar no especificado"
3616,X660,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en vivienda"
3617,X669,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores en lugar no especificado"
3618,X670,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores en vivienda"
3619,X674,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores en calles y carreteras"
3620,X678,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores en otro lugar especificado"
3621,X679,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores en lugar no especificado"
3622,X680,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en vivienda"
3623,X682,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en escuelas, otras instituciones y áreas administrativas  públicas"
3624,X684,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en calles y carreteras"
3625,X685,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en comercio y área de servicios"
3626,X687,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en granja"
3627,X688,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en otro lugar especificado"
3628,X689,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas en lugar no especificado"
3629,X690,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en vivienda"
3630,X692,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en escuelas, otras instituciones y áreas administrativas  púb"
3631,X693,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en áreas de deporte y atletismo, áreas de deporte y atletismo"
3632,X694,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en calles y carreteras"
3633,X695,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en comercio y área de servicios"
3634,X696,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en área industrial y de la construcción"
3635,X697,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en granja"
3636,X698,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en otro lugar especificado"
3637,X699,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados en lugar no especificado"
3638,X700,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en vivienda"
3639,X701,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en institución residencial"
3640,X702,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en escuelas, otras instituciones y áreas administrativas  públicas"
3641,X703,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en áreas de deporte y atletismo, áreas de deporte y atletismo"
3642,X704,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en calles y carreteras"
3643,X705,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en comercio y área de servicios"
3644,X706,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en área industrial y de la construcción"
3645,X707,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en granja"
3646,X708,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en otro lugar especificado"
3647,X709,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación en lugar no especificado"
3648,X710,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión en vivienda"
3649,X714,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión en calles y carreteras"
3650,X715,"Lesión autoinfligida intencionalmente por ahogamiento, y sumersión en comercio y área de servicios"
3651,X718,Lesión autoinfligida intencionalmente por ahogamiento y sumersión en otro lugar especificado
3652,X719,Lesión autoinfligida intencionalmente por ahogamiento y sumersión en lugar no especificado
3653,X720,Lesión autoinfligida intencionalmente por disparo de arma corta en vivienda
3654,X724,Lesión autoinfligida intencionalmente por disparo de arma corta en calles y carreteras
3655,X730,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga en vivienda"
3656,X737,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga en granja"
3657,X738,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga en otro lugar especificado"
3658,X740,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en vivienda"
3659,X741,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en institución residencial"
3660,X742,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en escuelas, otras instituciones y áreas administrativas  públicas"
3661,X744,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en calles y carreteras"
3662,X745,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en comercio y área de servicios"
3663,X746,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en área industrial y de la construcción"
3664,X747,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en granja"
3665,X748,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en otro lugar especificado"
3666,X749,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas en lugar no especificado"
3667,X760,"Lesión autoinfligida intencionalmente por humo, fuego y llamas en vivienda"
3668,X764,"Lesión autoinfligida intencionalmente por humo, fuego y llamas en calles y carreteras"
3669,X769,"Lesión autoinfligida intencionalmente por humo, fuego y llamas en lugar no especificado"
3670,X780,Lesión autoinfligida intencionalmente por objeto cortante en vivienda
3671,X781,Lesión autoinfligida intencionalmente por objeto cortante en institución residencial
